scenario,kpi_code,kpi_name,dimension,reference_score,scenario_score,delta_pts,reference_semaforo,scenario_semaforo,effect
SD_ENERGY_PUSH_2035,S5,Health checks coverage,social,16.666666666666643,16.666666666666643,0.0,Red,Red,Same
SD_ENERGY_PUSH_2035,S6,Customer acceptance index,social,30.000000000000014,30.000000000000014,0.0,Red,Red,Same
SD_ENERGY_PUSH_2035,T1,Digitalization rate of core processes,technological,69.23076923076923,69.23076923076923,0.0,Amber,Amber,Same
SD_ENERGY_PUSH_2035,T2,Assets connected to IoT,technological,42.857142857142854,42.857142857142854,0.0,Red,Red,Same
SD_ENERGY_PUSH_2035,T3,MRV measurement coverage,technological,50.0,100.0,50.0,Amber,Green,Improved
SD_ENERGY_PUSH_2035,T4,DPP coverage,technological,80.0,80.0,0.0,Green,Green,Same
SD_ENERGY_PUSH_2035,T5,Data quality index,technological,76.66666666666666,76.66666666666666,0.0,Amber,Amber,Same
SD_ENERGY_PUSH_2035,T6,OT-IT integration level,technological,62.5,62.5,0.0,Amber,Amber,Same
SD_ENERGY_PUSH_2035,T7,Decisions supported by analytics,technological,66.66666666666666,66.66666666666666,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,E1,Total GHG emissions (Scope 1+2),environmental,50.0,100.0,50.0,Amber,Green,Improved
SD_INTEGRATED_2035,E2,Specific GHG emissions per FU,environmental,50.0,77.53816224636387,27.538162246363868,Amber,Amber,Improved
SD_INTEGRATED_2035,E3,Energy intensity,environmental,50.0,0.0,-50.0,Amber,Red,Worse
SD_INTEGRATED_2035,E4,Share of renewable energy,environmental,37.5,99.0,61.5,Red,Green,Improved
SD_INTEGRATED_2035,E5,Waste generation intensity,environmental,50.0,0.0,-50.0,Amber,Red,Worse
SD_INTEGRATED_2035,E6,Waste recovery rate,environmental,18.181818181818183,100.0,81.81818181818181,Red,Green,Improved
SD_INTEGRATED_2035,E7,Transport GHG emissions intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,E8,Circularity ratio,environmental,11.11111111111111,11.11111111111111,0.0,Red,Red,Same
SD_INTEGRATED_2035,E9,Water consumption intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,EC1,Total cost per FU,economic,50.0,0.0,-50.0,Amber,Red,Worse
SD_INTEGRATED_2035,EC2,Energy cost share,economic,50.0,100.0,50.0,Amber,Green,Improved
SD_INTEGRATED_2035,EC3,Overall Equipment Effectiveness (OEE),economic,57.3657142857143,92.28571428571428,34.91999999999998,Amber,Green,Improved
SD_INTEGRATED_2035,EC4,Return on sustainability investments (ROSI),economic,0.0,0.0,0.0,Red,Red,Same
SD_INTEGRATED_2035,EC5,Maintenance cost per operating hour,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,EC6,Logistics cost per tkm,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,EC7,Service level,economic,35.714285714285715,35.714285714285715,0.0,Red,Red,Same
SD_INTEGRATED_2035,EC8,Average lead time,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,S1,LTIFR,social,50.0,50.0,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,S2,Training hours per employee,social,100.0,100.0,0.0,Green,Green,Same
SD_INTEGRATED_2035,S3,Suggestions per employee,social,64.28571428571429,64.28571428571429,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,S4,Community incidents and complaints,social,50.0,50.0,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,S5,Health checks coverage,social,16.666666666666643,16.666666666666643,0.0,Red,Red,Same
SD_INTEGRATED_2035,S6,Customer acceptance index,social,30.000000000000014,30.000000000000014,0.0,Red,Red,Same
SD_INTEGRATED_2035,T1,Digitalization rate of core processes,technological,69.23076923076923,69.23076923076923,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,T2,Assets connected to IoT,technological,42.857142857142854,42.857142857142854,0.0,Red,Red,Same
SD_INTEGRATED_2035,T3,MRV measurement coverage,technological,50.0,100.0,50.0,Amber,Green,Improved
SD_INTEGRATED_2035,T4,DPP coverage,technological,80.0,80.0,0.0,Green,Green,Same
SD_INTEGRATED_2035,T5,Data quality index,technological,76.66666666666666,76.66666666666666,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,T6,OT-IT integration level,technological,62.5,62.5,0.0,Amber,Amber,Same
SD_INTEGRATED_2035,T7,Decisions supported by analytics,technological,66.66666666666666,66.66666666666666,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,E1,Total GHG emissions (Scope 1+2),environmental,50.0,100.0,50.0,Amber,Green,Improved
SD_MAINT_PUSH_2035,E2,Specific GHG emissions per FU,environmental,50.0,0.0,-50.0,Amber,Red,Worse
SD_MAINT_PUSH_2035,E3,Energy intensity,environmental,50.0,0.0,-50.0,Amber,Red,Worse
SD_MAINT_PUSH_2035,E4,Share of renewable energy,environmental,37.5,64.24999999999999,26.749999999999986,Red,Amber,Improved
SD_MAINT_PUSH_2035,E5,Waste generation intensity,environmental,50.0,0.0,-50.0,Amber,Red,Worse
SD_MAINT_PUSH_2035,E6,Waste recovery rate,environmental,18.181818181818183,86.36363636363636,68.18181818181817,Red,Green,Improved
SD_MAINT_PUSH_2035,E7,Transport GHG emissions intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,E8,Circularity ratio,environmental,11.11111111111111,11.11111111111111,0.0,Red,Red,Same
SD_MAINT_PUSH_2035,E9,Water consumption intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,EC1,Total cost per FU,economic,50.0,0.0,-50.0,Amber,Red,Worse
SD_MAINT_PUSH_2035,EC2,Energy cost share,economic,50.0,100.0,50.0,Amber,Green,Improved
SD_MAINT_PUSH_2035,EC3,Overall Equipment Effectiveness (OEE),economic,57.3657142857143,92.28571428571428,34.91999999999998,Amber,Green,Improved
SD_MAINT_PUSH_2035,EC4,Return on sustainability investments (ROSI),economic,0.0,0.0,0.0,Red,Red,Same
SD_MAINT_PUSH_2035,EC5,Maintenance cost per operating hour,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,EC6,Logistics cost per tkm,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,EC7,Service level,economic,35.714285714285715,35.714285714285715,0.0,Red,Red,Same
SD_MAINT_PUSH_2035,EC8,Average lead time,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,S1,LTIFR,social,50.0,50.0,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,S2,Training hours per employee,social,100.0,100.0,0.0,Green,Green,Same
SD_MAINT_PUSH_2035,S3,Suggestions per employee,social,64.28571428571429,64.28571428571429,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,S4,Community incidents and complaints,social,50.0,50.0,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,S5,Health checks coverage,social,16.666666666666643,16.666666666666643,0.0,Red,Red,Same
SD_MAINT_PUSH_2035,S6,Customer acceptance index,social,30.000000000000014,30.000000000000014,0.0,Red,Red,Same
SD_MAINT_PUSH_2035,T1,Digitalization rate of core processes,technological,69.23076923076923,69.23076923076923,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,T2,Assets connected to IoT,technological,42.857142857142854,42.857142857142854,0.0,Red,Red,Same
SD_MAINT_PUSH_2035,T3,MRV measurement coverage,technological,50.0,100.0,50.0,Amber,Green,Improved
SD_MAINT_PUSH_2035,T4,DPP coverage,technological,80.0,80.0,0.0,Green,Green,Same
SD_MAINT_PUSH_2035,T5,Data quality index,technological,76.66666666666666,76.66666666666666,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,T6,OT-IT integration level,technological,62.5,62.5,0.0,Amber,Amber,Same
SD_MAINT_PUSH_2035,T7,Decisions supported by analytics,technological,66.66666666666666,66.66666666666666,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,E1,Total GHG emissions (Scope 1+2),environmental,50.0,100.0,50.0,Amber,Green,Improved
SD_MRV_PUSH_2035,E2,Specific GHG emissions per FU,environmental,50.0,0.0,-50.0,Amber,Red,Worse
SD_MRV_PUSH_2035,E3,Energy intensity,environmental,50.0,0.0,-50.0,Amber,Red,Worse
SD_MRV_PUSH_2035,E4,Share of renewable energy,environmental,37.5,64.0,26.5,Red,Amber,Improved
SD_MRV_PUSH_2035,E5,Waste generation intensity,environmental,50.0,0.0,-50.0,Amber,Red,Worse
SD_MRV_PUSH_2035,E6,Waste recovery rate,environmental,18.181818181818183,86.36363636363636,68.18181818181817,Red,Green,Improved
SD_MRV_PUSH_2035,E7,Transport GHG emissions intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,E8,Circularity ratio,environmental,11.11111111111111,11.11111111111111,0.0,Red,Red,Same
SD_MRV_PUSH_2035,E9,Water consumption intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,EC1,Total cost per FU,economic,50.0,0.0,-50.0,Amber,Red,Worse
SD_MRV_PUSH_2035,EC2,Energy cost share,economic,50.0,100.0,50.0,Amber,Green,Improved
SD_MRV_PUSH_2035,EC3,Overall Equipment Effectiveness (OEE),economic,57.3657142857143,92.28571428571428,34.91999999999998,Amber,Green,Improved
SD_MRV_PUSH_2035,EC4,Return on sustainability investments (ROSI),economic,0.0,0.0,0.0,Red,Red,Same
SD_MRV_PUSH_2035,EC5,Maintenance cost per operating hour,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,EC6,Logistics cost per tkm,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,EC7,Service level,economic,35.714285714285715,35.714285714285715,0.0,Red,Red,Same
SD_MRV_PUSH_2035,EC8,Average lead time,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,S1,LTIFR,social,50.0,50.0,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,S2,Training hours per employee,social,100.0,100.0,0.0,Green,Green,Same
SD_MRV_PUSH_2035,S3,Suggestions per employee,social,64.28571428571429,64.28571428571429,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,S4,Community incidents and complaints,social,50.0,50.0,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,S5,Health checks coverage,social,16.666666666666643,16.666666666666643,0.0,Red,Red,Same
SD_MRV_PUSH_2035,S6,Customer acceptance index,social,30.000000000000014,30.000000000000014,0.0,Red,Red,Same
SD_MRV_PUSH_2035,T1,Digitalization rate of core processes,technological,69.23076923076923,69.23076923076923,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,T2,Assets connected to IoT,technological,42.857142857142854,42.857142857142854,0.0,Red,Red,Same
SD_MRV_PUSH_2035,T3,MRV measurement coverage,technological,50.0,100.0,50.0,Amber,Green,Improved
SD_MRV_PUSH_2035,T4,DPP coverage,technological,80.0,80.0,0.0,Green,Green,Same
SD_MRV_PUSH_2035,T5,Data quality index,technological,76.66666666666666,76.66666666666666,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,T6,OT-IT integration level,technological,62.5,62.5,0.0,Amber,Amber,Same
SD_MRV_PUSH_2035,T7,Decisions supported by analytics,technological,66.66666666666666,66.66666666666666,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,E1,Total GHG emissions (Scope 1+2),environmental,50.0,100.0,50.0,Amber,Green,Improved
SD_REALITY_CHECK_2035,E2,Specific GHG emissions per FU,environmental,50.0,0.0,-50.0,Amber,Red,Worse
SD_REALITY_CHECK_2035,E3,Energy intensity,environmental,50.0,0.0,-50.0,Amber,Red,Worse
SD_REALITY_CHECK_2035,E4,Share of renewable energy,environmental,37.5,61.0,23.5,Red,Amber,Improved
SD_REALITY_CHECK_2035,E5,Waste generation intensity,environmental,50.0,0.0,-50.0,Amber,Red,Worse
SD_REALITY_CHECK_2035,E6,Waste recovery rate,environmental,18.181818181818183,86.36363636363639,68.1818181818182,Red,Green,Improved
SD_REALITY_CHECK_2035,E7,Transport GHG emissions intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,E8,Circularity ratio,environmental,11.11111111111111,11.11111111111111,0.0,Red,Red,Same
SD_REALITY_CHECK_2035,E9,Water consumption intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,EC1,Total cost per FU,economic,50.0,0.0,-50.0,Amber,Red,Worse
SD_REALITY_CHECK_2035,EC2,Energy cost share,economic,50.0,100.0,50.0,Amber,Green,Improved
SD_REALITY_CHECK_2035,EC3,Overall Equipment Effectiveness (OEE),economic,57.3657142857143,79.81428571428569,22.44857142857139,Amber,Amber,Improved
SD_REALITY_CHECK_2035,EC4,Return on sustainability investments (ROSI),economic,0.0,0.0,0.0,Red,Red,Same
SD_REALITY_CHECK_2035,EC5,Maintenance cost per operating hour,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,EC6,Logistics cost per tkm,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,EC7,Service level,economic,35.714285714285715,35.714285714285715,0.0,Red,Red,Same
SD_REALITY_CHECK_2035,EC8,Average lead time,economic,50.0,50.0,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,S1,LTIFR,social,50.0,50.0,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,S2,Training hours per employee,social,100.0,100.0,0.0,Green,Green,Same
SD_REALITY_CHECK_2035,S3,Suggestions per employee,social,64.28571428571429,64.28571428571429,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,S4,Community incidents and complaints,social,50.0,50.0,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,S5,Health checks coverage,social,16.666666666666643,16.666666666666643,0.0,Red,Red,Same
SD_REALITY_CHECK_2035,S6,Customer acceptance index,social,30.000000000000014,30.000000000000014,0.0,Red,Red,Same
SD_REALITY_CHECK_2035,T1,Digitalization rate of core processes,technological,69.23076923076923,69.23076923076923,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,T2,Assets connected to IoT,technological,42.857142857142854,42.857142857142854,0.0,Red,Red,Same
SD_REALITY_CHECK_2035,T3,MRV measurement coverage,technological,50.0,100.0,50.0,Amber,Green,Improved
SD_REALITY_CHECK_2035,T4,DPP coverage,technological,80.0,80.0,0.0,Green,Green,Same
SD_REALITY_CHECK_2035,T5,Data quality index,technological,76.66666666666666,76.66666666666666,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,T6,OT-IT integration level,technological,62.5,62.5,0.0,Amber,Amber,Same
SD_REALITY_CHECK_2035,T7,Decisions supported by analytics,technological,66.66666666666666,66.66666666666666,0.0,Amber,Amber,Same
SOCIAL_PUSH,E1,Total GHG emissions (Scope 1+2),environmental,50.0,50.0,0.0,Amber,Amber,Same
SOCIAL_PUSH,E2,Specific GHG emissions per FU,environmental,50.0,50.0,0.0,Amber,Amber,Same
SOCIAL_PUSH,E3,Energy intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SOCIAL_PUSH,E4,Share of renewable energy,environmental,37.5,37.5,0.0,Red,Red,Same
SOCIAL_PUSH,E5,Waste generation intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SOCIAL_PUSH,E6,Waste recovery rate,environmental,18.181818181818183,18.181818181818183,0.0,Red,Red,Same
SOCIAL_PUSH,E7,Transport GHG emissions intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SOCIAL_PUSH,E8,Circularity ratio,environmental,11.11111111111111,11.11111111111111,0.0,Red,Red,Same
SOCIAL_PUSH,E9,Water consumption intensity,environmental,50.0,50.0,0.0,Amber,Amber,Same
SOCIAL_PUSH,EC1,Total cost per FU,economic,50.0,48.799750348072465,-1.2002496519275354,Amber,Red,Worse
SOCIAL_PUSH,EC2,Energy cost share,economic,50.0,51.49671919153224,1.496719191532243,Amber,Amber,Improved
SOCIAL_PUSH,EC3,Overall Equipment Effectiveness (OEE),economic,57.3657142857143,57.3657142857143,0.0,Amber,Amber,Same
SOCIAL_PUSH,EC4,Return on sustainability investments (ROSI),economic,0.0,0.0,0.0,Red,Red,Same
SOCIAL_PUSH,EC5,Maintenance cost per operating hour,economic,50.0,50.0,0.0,Amber,Amber,Same
SOCIAL_PUSH,EC6,Logistics cost per tkm,economic,50.0,50.0,0.0,Amber,Amber,Same
SOCIAL_PUSH,EC7,Service level,economic,35.714285714285715,35.714285714285715,0.0,Red,Red,Same
SOCIAL_PUSH,EC8,Average lead time,economic,50.0,50.0,0.0,Amber,Amber,Same
SOCIAL_PUSH,S1,LTIFR,social,50.0,91.66666666666666,41.66666666666666,Amber,Green,Improved
SOCIAL_PUSH,S2,Training hours per employee,social,100.0,100.0,0.0,Green,Green,Same
SOCIAL_PUSH,S3,Suggestions per employee,social,64.28571428571429,71.42857142857143,7.142857142857139,Amber,Amber,Improved
SOCIAL_PUSH,S4,Community incidents and complaints,social,50.0,85.71428571428571,35.71428571428571,Amber,Green,Improved
SOCIAL_PUSH,S5,Health checks coverage,social,16.666666666666643,37.5,20.833333333333357,Red,Red,Improved
SOCIAL_PUSH,S6,Customer acceptance index,social,30.000000000000014,36.0,5.999999999999986,Red,Red,Improved
SOCIAL_PUSH,T1,Digitalization rate of core processes,technological,69.23076923076923,69.23076923076923,0.0,Amber,Amber,Same
SOCIAL_PUSH,T2,Assets connected to IoT,technological,42.857142857142854,42.857142857142854,0.0,Red,Red,Same
SOCIAL_PUSH,T3,MRV measurement coverage,technological,50.0,50.0,0.0,Amber,Amber,Same
SOCIAL_PUSH,T4,DPP coverage,technological,80.0,80.0,0.0,Green,Green,Same
SOCIAL_PUSH,T5,Data quality index,technological,76.66666666666666,76.66666666666666,0.0,Amber,Amber,Same
SOCIAL_PUSH,T6,OT-IT integration level,technological,62.5,62.5,0.0,Amber,Amber,Same
SOCIAL_PUSH,T7,Decisions supported by analytics,technological,66.66666666666666,66.66666666666666,0.0,Amber,Amber,Same
VSMC_KAIZEN,E1,Total GHG emissions (Scope 1+2),environmental,50.0,87.62508338892596,37.62508338892596,Amber,Green,Improved
VSMC_KAIZEN,E2,Specific GHG emissions per FU,environmental,50.0,100.0,50.0,Amber,Green,Improved
VSMC_KAIZEN,E3,Energy intensity,environmental,50.0,100.0,50.0,Amber,Green,Improved
VSMC_KAIZEN,E4,Share of renewable energy,environmental,37.5,37.5,0.0,Red,Red,Same
VSMC_KAIZEN,E5,Waste generation intensity,environmental,50.0,100.0,50.0,Amber,Green,Improved
VSMC_KAIZEN,E6,Waste recovery rate,environmental,18.181818181818183,29.370629371428574,11.18881118961039,Red,Red,Improved
VSMC_KAIZEN,E7,Transport GHG emissions intensity,environmental,50.0,100.0,50.0,Amber,Green,Improved
VSMC_KAIZEN,E8,Circularity ratio,environmental,11.11111111111111,14.814814814814817,3.703703703703706,Red,Red,Improved
VSMC_KAIZEN,E9,Water consumption intensity,environmental,50.0,81.74603174603169,31.74603174603169,Amber,Green,Improved
VSMC_KAIZEN,EC1,Total cost per FU,economic,50.0,100.0,50.0,Amber,Green,Improved
VSMC_KAIZEN,EC2,Energy cost share,economic,50.0,73.93617021276611,23.936170212766115,Amber,Amber,Improved
VSMC_KAIZEN,EC3,Overall Equipment Effectiveness (OEE),economic,57.3657142857143,73.51428571428572,16.148571428571422,Amber,Amber,Improved
VSMC_KAIZEN,EC4,Return on sustainability investments (ROSI),economic,0.0,0.0,0.0,Red,Red,Same
VSMC_KAIZEN,EC5,Maintenance cost per operating hour,economic,50.0,35.7142857142857,-14.285714285714299,Amber,Red,Worse
VSMC_KAIZEN,EC6,Logistics cost per tkm,economic,50.0,50.0,0.0,Amber,Amber,Same
VSMC_KAIZEN,EC7,Service level,economic,35.714285714285715,56.12244897959181,20.408163265306094,Red,Amber,Improved
VSMC_KAIZEN,EC8,Average lead time,economic,50.0,100.0,50.0,Amber,Green,Improved
VSMC_KAIZEN,S1,LTIFR,social,50.0,50.0,0.0,Amber,Amber,Same
VSMC_KAIZEN,S2,Training hours per employee,social,100.0,100.0,0.0,Green,Green,Same
VSMC_KAIZEN,S3,Suggestions per employee,social,64.28571428571429,82.14285714285714,17.857142857142847,Amber,Green,Improved
VSMC_KAIZEN,S4,Community incidents and complaints,social,50.0,50.0,0.0,Amber,Amber,Same
VSMC_KAIZEN,S5,Health checks coverage,social,16.666666666666643,16.666666666666643,0.0,Red,Red,Same
VSMC_KAIZEN,S6,Customer acceptance index,social,30.000000000000014,30.000000000000014,0.0,Red,Red,Same
VSMC_KAIZEN,T1,Digitalization rate of core processes,technological,69.23076923076923,75.64102564102562,6.410256410256395,Amber,Amber,Improved
VSMC_KAIZEN,T2,Assets connected to IoT,technological,42.857142857142854,42.857142857142854,0.0,Red,Red,Same
VSMC_KAIZEN,T3,MRV measurement coverage,technological,50.0,58.333333333333336,8.333333333333336,Amber,Amber,Improved
VSMC_KAIZEN,T4,DPP coverage,technological,80.0,80.0,0.0,Green,Green,Same
VSMC_KAIZEN,T5,Data quality index,technological,76.66666666666666,80.66666666666666,4.0,Amber,Green,Improved
VSMC_KAIZEN,T6,OT-IT integration level,technological,62.5,62.5,0.0,Amber,Amber,Same
VSMC_KAIZEN,T7,Decisions supported by analytics,technological,66.66666666666666,78.57142857142857,11.904761904761912,Amber,Amber,Improved
